Row ID,Order ID,Order Date,Order (M/Y),Quantity, Quote ,Discount %, Rate , Sale Amount ,Customer Name,Company Name,Sector,Industry,City,Zip Code,Country,Region,Project Complete Date,Days to Complete,Product Key,Product Category,Product Sub Category,Consultant,Manager,Hourly Wage,RowCount,Wage Margin
7234,51559,3/1/15,3/1/15,34," $4,900 ",9%, $144 ," $4,459.27 ",David O'Rourke,"Wynn Resorts, Limited",Consumer Services,Hotels/Resorts,Sulphur Springs,75482,Italy,Central,3/13/15,12,Development - Business Logic,Development,Database,Isabella Douglas,Josh Martinez,75,1,48%
7235,51584,10/1/13,10/1/13,48," $6,031 ",1%, $126 ," $5,971.15 ",Rob Cano,Yahoo! Inc.,Technology,EDP Services,Sioux City,51106,Portugal,West,10/18/13,17,Training - Development,Training,Python,Mia Moore,Bob Turner,51,1,59%
7236,51619,9/1/12,9/1/12,46," $6,630 ",3%, $144 ," $6,430.92 ",Stephanie Bremer,"Micron Technology, Inc.",Technology,Semiconductors,Akron,44312,Cyprus,South,9/3/12,2,Development - Business Logic,Development,Scala,Liam Franklin,Frank Mitchell,52,1,64%
7237,51619,9/1/12,9/1/12,6," $1,872 ",9%, $312 ," $1,703.79 ",Stephanie Bremer,"Micron Technology, Inc.",Technology,Semiconductors,Akron,44312,Romania,Central,9/3/12,2,Development - Big Data,Development,Java,Jacob Manziel,Josh Martinez,57,1,82%
7238,51619,9/1/12,9/1/12,2, $389 ,7%, $194 , $361.32 ,Stephanie Bremer,"Micron Technology, Inc.",Technology,Semiconductors,Austintown,44515,Slovenia,Central,9/4/12,3,Development - Java,Development,Business Model,Emma Watson,Josh Martinez,67,1,66%
7239,51619,9/1/12,9/1/12,31," $3,895 ",6%, $126 ," $3,661.60 ",Stephanie Bremer,"Micron Technology, Inc.",Technology,Semiconductors,Austintown,44515,Malta,South,9/3/12,2,Training - Development,Training,.Net,Liam Franklin,Frank Mitchell,52,1,59%
7240,51620,3/1/15,3/1/15,12," $3,745 ",3%, $312 ," $3,632.26 ",Ben Lock,The Priceline Group Inc.,Miscellaneous,Business Services,Manchester,03101,France,West,3/9/15,8,Development - Big Data,Development,Scala,Jacob Manziel,Bob Turner,57,1,82%
7241,51623,1/1/12,1/1/12,17," $3,824 ",6%, $225 ," $3,594.63 ",Michelle Ryan,Apple Inc.,Technology,Computer Manufacturing,College Park,20740,Poland,North,1/13/12,12,Training - SQL,Training,Python,Ava Wilson,#N/A,67,1,70%
7242,51648,1/1/15,1/1/15,45," $9,165 ",3%, $204 ," $8,890.30 ",Roy Peterman,Broadcom Corporation,Technology,Semiconductors,Hays,67601,Belgium,West,1/8/15,7,Consulting - Business Model,Consulting,Java,Jacob Manziel,Bob Turner,57,1,72%
7243,51648,1/1/15,1/1/15,50," $6,248 ",8%, $125 ," $5,748.59 ",Roy Peterman,Broadcom Corporation,Technology,Semiconductors,Hays,67601,Latvia,North,1/6/15,5,Development - Python,Development,Python,Ethan Bird,#N/A,60,1,52%
7244,51650,6/1/14,6/1/14,25," $3,124 ",8%, $125 ," $2,874.29 ",Rachel Prost,SBA Communications Corporation,Consumer Services,Telecommunications Equipment,Pensacola,32503,Austria,Central,6/3/14,2,Development - Python,Development,Javascript,Ethan Bird,Josh Martinez,60,1,52%
7245,51650,6/1/14,6/1/14,43," $10,258 ",8%, $239 ," $9,437.30 ",Rachel Prost,SBA Communications Corporation,Consumer Services,Telecommunications Equipment,Pine Hills,32808,Germany,West,6/3/14,2,Consulting - Strategy,Consulting,Javascript,Olivia Sullivan,Bob Turner,53,1,78%
7246,51650,6/1/14,6/1/14,19," $2,738 ",10%, $144 ," $2,464.56 ",Rachel Prost,SBA Communications Corporation,Consumer Services,Telecommunications Equipment,Pine Hills,32808,Cyprus,South,6/3/14,2,Development - Business Logic,Development,Big Data,Daniel Tusk,Frank Mitchell,45,1,69%
7247,51652,4/1/14,4/1/14,37," $11,812 ",3%, $319 ," $11,457.79 ",Rachel Prost,SBA Communications Corporation,Consumer Services,Telecommunications Equipment,Pine Hills,32808,CzechRepublic,Central,4/11/14,10,Development - Scala,Development,Java,Jacob Manziel,Josh Martinez,57,1,82%
7248,51652,4/1/14,4/1/14,38," $11,858 ",7%, $312 ," $11,027.83 ",Rachel Prost,SBA Communications Corporation,Consumer Services,Telecommunications Equipment,Pine Hills,32808,Cyprus,South,4/10/14,9,Development - Big Data,Development,Java,Michael Alister,Frank Mitchell,68,1,78%
7249,51687,9/1/14,9/1/14,42," $5,627 ",1%, $134 ," $5,570.35 ",Craig Braden,NVIDIA Corporation,Technology,Semiconductors,Oak Ridge,37830,Germany,West,9/13/14,12,Development - PHP,Development,Market Research,Michael Alister,Bob Turner,68,1,49%
7250,51713,3/1/14,3/1/14,35," $8,636 ",2%, $247 ," $8,463.40 ",Bill Kiefer,"Stericycle, Inc.",Basic Industries,Environmental Services,Delaware,43015,Malta,South,3/20/14,19,Development - Database,Development,Python,Jayden Hamilton,Frank Mitchell,71,1,71%
7251,51714,9/1/12,9/1/12,33," $4,124 ",3%, $125 ," $4,000.27 ",Lauren Bern,Cognizant Technology Solutions Corporation,Technology,EDP Services,Durango,81301,Netherlands,West,9/6/12,5,Development - Python,Development,Big Data,William Bufont,Bob Turner,62,1,50%
7252,51747,7/1/15,7/1/15,3, $958 ,2%, $319 , $938.59 ,Harold Chung,Adobe Systems Incorporated,Technology,Computer Software: Prepackaged Software,Columbus,68601,Romania,Central,7/6/15,5,Development - Scala,Development,Development,Noah Smith,Josh Martinez,59,1,82%
7253,51777,2/1/14,2/1/14,4, $777 ,8%, $194 , $714.87 ,Mike Paige,Amgen Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Eden Prairie,55343,Austria,Central,2/20/14,19,Development - Java,Development,Market Research,Mia Moore,Josh Martinez,51,1,74%
7254,51777,2/1/14,2/1/14,13," $2,648 ",6%, $204 ," $2,488.88 ",Mike Paige,Amgen Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Eden Prairie,55343,Bulgaria,Central,2/21/14,20,Consulting - Business Model,Consulting,Market Research,Emily Taylor,Josh Martinez,62,1,70%
7255,51780,7/1/13,7/1/13,26," $5,291 ",4%, $204 ," $5,079.78 ",Rob Weirich,"Wynn Resorts, Limited",Consumer Services,Hotels/Resorts,Metairie,70003,Netherlands,West,7/26/13,25,Development - .Net,Development,Python,Emily Taylor,Bob Turner,62,1,70%
7256,51780,7/1/13,7/1/13,11," $3,512 ",9%, $319 ," $3,195.67 ",Rob Weirich,"Wynn Resorts, Limited",Consumer Services,Hotels/Resorts,Metairie,70003,Luxembourg,West,7/31/13,30,Development - Scala,Development,Market Research,Daniel Tusk,Bob Turner,45,1,86%
7257,51780,7/1/13,7/1/13,44," $5,499 ",5%, $125 ," $5,223.72 ",Rob Weirich,"Wynn Resorts, Limited",Consumer Services,Hotels/Resorts,Metairie,70003,Sweden,North,7/24/13,23,Development - Python,Development,SQL,Noah Smith,#N/A,59,1,53%
7258,51780,7/1/13,7/1/13,42," $8,159 ",1%, $194 ," $8,077.26 ",Rob Weirich,"Wynn Resorts, Limited",Consumer Services,Hotels/Resorts,Oakville,63129,Sweden,North,7/31/13,30,Development - Java,Development,Python,Emily Taylor,#N/A,62,1,68%
7259,51783,11/1/14,11/1/14,13," $1,625 ",5%, $125 ," $1,543.37 ",Brian Beltran,"Automatic Data Processing, Inc.",Technology,EDP Services,Colchester,05439,Poland,North,11/13/14,12,Development - Python,Development,Business Model,Ethan Bird,#N/A,60,1,52%
7260,51783,11/1/14,11/1/14,10," $2,365 ",1%, $237 ," $2,341.80 ",Brian Beltran,"Automatic Data Processing, Inc.",Technology,EDP Services,Gorham,04038,Romania,Central,11/13/14,12,Training - Javascript,Training,.Net,Daniel Tusk,Josh Martinez,45,1,81%
7261,51783,11/1/14,11/1/14,47," $11,118 ",0%, $237 ," $11,117.66 ",Brian Beltran,"Automatic Data Processing, Inc.",Technology,EDP Services,Toms River,08753,Spain,West,11/13/14,12,Training - Javascript,Training,Market Research,Michael Alister,Bob Turner,68,1,71%
7262,51813,12/1/15,12/1/15,13," $4,057 ",7%, $312 ," $3,772.68 ",Lena Luxemburg,"Discovery Communications, Inc.",Consumer Services,Television Services,Plainview,79072,Germany,West,12/23/15,22,Development - Big Data,Development,Business Model,Elizabeth Carter,Bob Turner,52,1,83%
7263,51814,9/1/13,9/1/13,13," $2,525 ",4%, $194 ," $2,424.34 ",Michael Bergman,Vodafone Group Plc,Public Utilities,Telecommunications Equipment,Cottage Grove,55016,Belgium,West,9/26/13,25,Development - Java,Development,Python,Mia Moore,Bob Turner,51,1,74%
7264,51815,5/1/12,5/1/12,37," $7,188 ",1%, $194 ," $7,115.68 ",Anthony Haberlin,Intuit Inc.,Technology,Computer Software: Prepackaged Software,Grand Junction,81503,Hungary,Central,6/2/12,32,Development - Java,Development,Java,Michael Alister,Josh Martinez,68,1,65%
7265,51815,5/1/12,5/1/12,21," $6,137 ",2%, $292 ," $6,014.23 ",Anthony Haberlin,Intuit Inc.,Technology,Computer Software: Prepackaged Software,Grand Junction,81503,Malta,South,5/26/12,25,Consulting - Market Research,Consulting,Scala,Mia Moore,Frank Mitchell,51,1,83%
7266,51842,11/1/14,11/1/14,1, $125 ,2%, $125 , $122.47 ,Tamara Tyler,"TripAdvisor, Inc.",Technology,"Computer Software: Programming, Data Processing",Rexburg,83440,Latvia,North,12/3/14,32,Development - Python,Development,Market Research,Alexander Edison,#N/A,70,1,44%
7267,51842,11/1/14,11/1/14,4," $1,248 ",7%, $312 ," $1,160.82 ",Tamara Tyler,"TripAdvisor, Inc.",Technology,"Computer Software: Programming, Data Processing",Rexburg,83440,Hungary,Central,12/2/14,31,Development - Big Data,Development,Python,Jacob Manziel,Josh Martinez,57,1,82%
7268,51872,4/1/15,4/1/15,10," $1,257 ",9%, $126 ," $1,143.46 ",Shui Morse,Liberty Media Corporation,Consumer Services,Broadcasting,Kennewick,99336,Lithuania,North,4/24/15,23,Training - Development,Training,Market Research,Olivia Sullivan,#N/A,53,1,58%
7269,51872,4/1/15,4/1/15,11," $3,215 ",0%, $292 ," $3,214.61 ",Shui Morse,Liberty Media Corporation,Consumer Services,Broadcasting,Kennewick,99336,Latvia,North,4/25/15,24,Consulting - Market Research,Consulting,Strategy,Sophia Dixon,#N/A,71,1,76%
7270,51872,4/1/15,4/1/15,37," $10,813 ",6%, $292 ," $10,164.00 ",Shui Morse,Liberty Media Corporation,Consumer Services,Broadcasting,Kent,98031,Ireland,West,4/26/15,25,Consulting - Market Research,Consulting,Big Data,Alexander Edison,Bob Turner,70,1,76%
7271,51873,5/1/12,5/1/12,29," $3,624 ",4%, $125 ," $3,479.15 ",Muhammed Kamberova,Celgene Corporation,Health Care,Major Pharmaceuticals,Richmond,23223,France,West,5/6/12,5,Development - Python,Development,Javascript,Abigail Young,Bob Turner,50,1,60%
7272,51876,3/1/15,3/1/15,2, $584 ,10%, $292 , $526.03 ,Victor Hane,"Dollar Tree, Inc.",Consumer Services,Department/Specialty Retail Stores,Saint Cloud,34769,France,West,3/7/15,6,Consulting - Market Research,Consulting,.Net,Daniel Tusk,Bob Turner,45,1,85%
7273,51879,8/1/13,8/1/13,26," $5,849 ",3%, $225 ," $5,673.13 ",Monica Brumfield,Biogen Idec Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Coralville,52241,Bulgaria,Central,8/26/13,25,Training - SQL,Training,Java,William Bufont,Josh Martinez,62,1,72%
7274,51879,8/1/13,8/1/13,46," $5,749 ",1%, $125 ," $5,691.10 ",Monica Brumfield,Biogen Idec Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Coralville,52241,Hungary,Central,8/25/13,24,Development - Python,Development,Market Research,Olivia Sullivan,Josh Martinez,53,1,58%
7275,51906,9/1/14,9/1/14,24," $4,888 ",4%, $204 ," $4,692.61 ",Art Coram,Liberty Global plc,Consumer Services,Television Services,Lakewood,80232,Malta,South,9/2/14,1,Consulting - Business Model,Consulting,Javascript,Emma Watson,Frank Mitchell,67,1,67%
7276,51937,2/1/12,2/1/12,39," $7,937 ",5%, $204 ," $7,540.30 ",James Knutson,Costco Wholesale Corporation,Consumer Services,Department/Specialty Retail Stores,Mesquite,75150,Hungary,Central,2/27/12,26,Development - .Net,Development,Javascript,Jacob Manziel,Josh Martinez,57,1,72%
7277,51938,5/1/14,5/1/14,5," $1,461 ",6%, $292 ," $1,373.51 ",Jim French,Liberty Global plc,Consumer Services,Television Services,Elk Grove Village,60007,Italy,Central,5/21/14,20,Consulting - Market Research,Consulting,Market Research,Daniel Tusk,Josh Martinez,45,1,85%
7278,51940,10/1/15,10/1/15,11," $2,240 ",8%, $204 ," $2,061.17 ",Ivan Bern,Cerner Corporation,Technology,EDP Services,University City,63130,Finland,North,10/18/15,17,Consulting - Business Model,Consulting,Business Logic,Emma Watson,#N/A,67,1,67%
7279,51943,4/1/12,4/1/12,11," $1,375 ",4%, $125 ," $1,319.68 ",Dorris Engle,Costco Wholesale Corporation,Consumer Services,Department/Specialty Retail Stores,Deer Park,11729,Estonia,North,4/25/12,24,Development - Python,Development,SQL,Olivia Sullivan,#N/A,53,1,58%
7280,51943,4/1/12,4/1/12,13," $2,525 ",4%, $194 ," $2,424.34 ",Dorris Engle,Costco Wholesale Corporation,Consumer Services,Department/Specialty Retail Stores,Dix Hills,11746,Spain,West,4/25/12,24,Development - Java,Development,Scala,Ava Wilson,Bob Turner,67,1,66%
7281,51943,4/1/12,4/1/12,28," $8,939 ",3%, $319 ," $8,670.76 ",Dorris Engle,Costco Wholesale Corporation,Consumer Services,Department/Specialty Retail Stores,Dix Hills,11746,Romania,Central,4/27/12,26,Development - Scala,Development,Javascript,Mia Moore,Josh Martinez,51,1,84%
7282,51968,9/1/12,9/1/12,43," $12,566 ",3%, $292 ," $12,189.20 ",Sharelle Chung,Intuit Inc.,Technology,Computer Software: Prepackaged Software,Coeur D Alene,83814,Finland,North,9/6/12,5,Consulting - Market Research,Consulting,Compensation,Madison Hill,#N/A,58,1,80%
7283,51969,9/1/14,9/1/14,16," $2,000 ",4%, $125 ," $1,919.53 ",Irene Rosenberg,Celgene Corporation,Health Care,Major Pharmaceuticals,Palm Springs,92262,Croatia,Central,9/4/14,3,Development - Python,Development,Business Model,Isabella Douglas,Josh Martinez,75,1,40%
7284,51969,9/1/14,9/1/14,33," $9,644 ",10%, $292 ," $8,679.43 ",Irene Rosenberg,Celgene Corporation,Health Care,Major Pharmaceuticals,Palm Springs,92262,UnitedKingdom,West,9/7/14,6,Consulting - Market Research,Consulting,Java,Elizabeth Carter,Bob Turner,52,1,82%
7285,51970,1/1/15,1/1/15,1, $239 ,6%, $239 , $224.24 ,Allen Creighton,Costco Wholesale Corporation,Consumer Services,Department/Specialty Retail Stores,Arlington Heights,60004,Poland,North,1/13/15,12,Consulting - Strategy,Consulting,Strategy,Abigail Young,#N/A,50,1,79%
7286,51971,10/1/14,10/1/14,39," $12,170 ",2%, $312 ," $11,926.54 ",Dorothy Miner,"Charter Communications, Inc.",Consumer Services,Television Services,Rockford,61107,Greece,South,10/5/14,4,Development - Big Data,Development,Tableau,Liam Franklin,Frank Mitchell,52,1,83%
7287,51971,10/1/14,10/1/14,22," $5,204 ",6%, $237 ," $4,891.77 ",Dorothy Miner,"Charter Communications, Inc.",Consumer Services,Television Services,Romeoville,60441,France,West,10/5/14,4,Training - Javascript,Training,Development,Michael Alister,Bob Turner,68,1,71%
7288,51974,1/1/14,1/1/14,10," $2,035 ",5%, $204 ," $1,933.41 ",Trudy Tran,Catamaran Corporation,Finance,Specialty Insurers,Kingsport,37664,Greece,South,1/27/14,26,Development - .Net,Development,Business Logic,Olivia Sullivan,Frank Mitchell,53,1,74%
7289,51974,1/1/14,1/1/14,2, $389 ,5%, $194 , $369.09 ,Trudy Tran,Catamaran Corporation,Finance,Specialty Insurers,Kingsport,37664,Poland,North,1/27/14,26,Development - Java,Development,Java,Abigail Young,#N/A,50,1,74%
7290,51975,12/1/12,12/1/12,12," $3,507 ",10%, $292 ," $3,156.16 ",Michael Bergman,Vodafone Group Plc,Public Utilities,Telecommunications Equipment,Cottage Grove,55016,Slovakia,Central,12/22/12,21,Consulting - Market Research,Consulting,SQL,Mason Gibson,Josh Martinez,71,1,76%
7291,52002,6/1/12,6/1/12,11," $2,602 ",6%, $237 ," $2,445.88 ",Cindy Savely,Linear Technology Corporation,Technology,Semiconductors,Prescott Valley,86314,CzechRepublic,Central,6/5/12,4,Training - Javascript,Training,Development,Michael Alister,Josh Martinez,68,1,71%
7292,52003,2/1/15,2/1/15,11," $2,602 ",4%, $237 ," $2,497.92 ",Charles Sunley,Electronic Arts Inc.,Technology,Computer Software: Prepackaged Software,Santa Maria,93454,Greece,South,2/25/15,24,Training - Javascript,Training,Business Logic,Michael Alister,Frank Mitchell,68,1,71%
7293,52003,2/1/15,2/1/15,2, $584 ,10%, $292 , $526.03 ,Charles Sunley,Electronic Arts Inc.,Technology,Computer Software: Prepackaged Software,Santa Maria,93454,CzechRepublic,Central,2/18/15,17,Consulting - Market Research,Consulting,Business Model,Daniel Tusk,Josh Martinez,45,1,85%
7294,52006,6/1/12,6/1/12,39," $5,621 ",10%, $144 ," $5,058.84 ",Carlos Kinney,"C.H. Robinson Worldwide, Inc.",Transportation,Oil Refining/Marketing,Burlington,05401,Belgium,West,6/25/12,24,Development - Business Logic,Development,Java,Madison Hill,Bob Turner,58,1,60%
7295,52006,6/1/12,6/1/12,42," $9,448 ",0%, $225 ," $9,447.71 ",Carlos Kinney,"C.H. Robinson Worldwide, Inc.",Transportation,Oil Refining/Marketing,Lewiston,04240,Bulgaria,Central,6/26/12,25,Training - SQL,Training,SQL,Emma Watson,Josh Martinez,67,1,70%
7296,52007,4/1/15,4/1/15,25," $7,981 ",10%, $319 ," $7,183.06 ",Alejandro Olsen,Broadcom Corporation,Technology,Semiconductors,Cincinnati,45231,Poland,North,4/14/15,13,Development - Scala,Development,Business Model,Michael Alister,#N/A,68,1,79%
7297,52007,4/1/15,4/1/15,19," $4,494 ",8%, $237 ," $4,134.82 ",Alejandro Olsen,Broadcom Corporation,Technology,Semiconductors,Cleveland,44105,Denmark,West,4/15/15,14,Training - Javascript,Training,Database,Ethan Bird,Bob Turner,60,1,75%
7298,52035,11/1/12,11/1/12,29," $5,249 ",3%, $181 ," $5,091.52 ",Roy Peterman,Broadcom Corporation,Technology,Semiconductors,Hays,67601,Denmark,West,11/30/12,29,Consulting - Compensation,Consulting,Market Research,Mason Gibson,Bob Turner,71,1,61%
7299,52039,8/1/15,8/1/15,48," $9,776 ",0%, $204 ," $9,776.28 ",Justin Carroll,"Tesla Motors, Inc.",Capital Goods,Auto Manufacturing,Hicksville,11801,CzechRepublic,Central,8/4/15,3,Consulting - Business Model,Consulting,Tableau,Noah Smith,Josh Martinez,59,1,71%
7300,52068,1/1/15,1/1/15,31," $6,022 ",4%, $194 ," $5,781.12 ",Peter Abelman,NVIDIA Corporation,Technology,Semiconductors,Columbus,31907,Cyprus,South,1/13/15,12,Development - Java,Development,Development,Abigail Young,Frank Mitchell,50,1,74%
7301,52068,1/1/15,1/1/15,47," $11,212 ",1%, $239 ," $11,100.04 ",Peter Abelman,NVIDIA Corporation,Technology,Semiconductors,Columbus,31907,CzechRepublic,Central,1/13/15,12,Consulting - Strategy,Consulting,Market Research,Olivia Sullivan,Josh Martinez,53,1,78%
7302,52068,1/1/15,1/1/15,21," $4,514 ",7%, $215 ," $4,198.22 ",Peter Abelman,NVIDIA Corporation,Technology,Semiconductors,Dalton,30721,Romania,Central,1/14/15,13,Training - Tableau,Training,Scala,William Bufont,Josh Martinez,62,1,71%
7303,52068,1/1/15,1/1/15,17," $2,136 ",7%, $126 ," $1,986.61 ",Peter Abelman,NVIDIA Corporation,Technology,Semiconductors,Dalton,30721,Sweden,North,1/15/15,14,Training - Development,Training,Business Logic,Daniel Tusk,#N/A,45,1,64%
7304,52070,12/1/12,12/1/12,29," $4,180 ",6%, $144 ," $3,928.89 ",Natalie Pelletier,Costco Wholesale Corporation,Consumer Services,Department/Specialty Retail Stores,Miami,33142,Italy,Central,12/3/12,2,Development - Business Logic,Development,Java,Elizabeth Carter,Josh Martinez,52,1,64%
7305,52071,11/1/14,11/1/14,14," $2,720 ",1%, $194 ," $2,692.42 ",Annie Martin,Google Inc.,Technology,"Computer Software: Programming, Data Processing",Overland,63114,Sweden,North,11/29/14,28,Development - Java,Development,Tableau,Michael Alister,#N/A,68,1,65%
7306,52071,11/1/14,11/1/14,1, $225 ,5%, $225 , $213.70 ,Annie Martin,Google Inc.,Technology,"Computer Software: Programming, Data Processing",Overland,63114,Bulgaria,Central,11/29/14,28,Training - SQL,Training,Java,Sophia Dixon,Josh Martinez,71,1,68%
7307,52098,3/1/13,3/1/13,19," $2,387 ",0%, $126 ," $2,387.45 ",Darren Perrino,Seagate Technology.,Technology,Electronic Components,Beaumont,77705,Denmark,West,3/10/13,9,Training - Development,Training,Scala,Abigail Young,Bob Turner,50,1,60%
7308,52102,9/1/13,9/1/13,8," $1,153 ",3%, $144 ," $1,118.42 ",Philip Sorensen,"O'Reilly Automotive, Inc.",Consumer Services,Other Specialty Stores,Lake Jackson,77566,Latvia,North,9/12/13,11,Development - Business Logic,Development,Market Research,Elizabeth Carter,#N/A,52,1,64%
7309,52128,11/1/13,11/1/13,11," $2,240 ",3%, $204 ," $2,173.19 ",Sanjit Grace,"Dollar Tree, Inc.",Consumer Services,Department/Specialty Retail Stores,Louisville,80027,Greece,South,11/23/13,22,Consulting - Business Model,Consulting,Database,Liam Franklin,Frank Mitchell,52,1,74%
7310,52130,9/1/15,9/1/15,13," $2,525 ",0%, $194 ," $2,525.36 ",Carlos McAfee,"Charter Communications, Inc.",Consumer Services,Television Services,Columbus,47201,Bulgaria,Central,9/7/15,6,Development - Java,Development,Big Data,Ava Wilson,Josh Martinez,67,1,66%
